bloock-smooth,date of sale,change,worth,essence,part sold,settelment,year built,Area,Room number
006388-0417-001-00,03/04/2023,"1,800,000","1,800,000",דירה בבית קומות,1,Petah Tikva,1960,60,4
006362-0121-011-00,20/04/2023,"2,775,000","2,775,000",דירה בבית קומות,1,Petah Tikva,2009,95,4
006379-0171-019-00,23/04/2023,"2,100,000","2,100,000",דירה בבית קומות,1,Petah Tikva,2023,94,4
006715-0253-017-00,27/04/2023,"537,500","537,500",דירה בבית קומות,0.5,Petah Tikva,1996,101,4
006379-0082-003-00,01/05/2023,"2,380,000","2,380,000",דירה בבית קומות,1,Petah Tikva,2023,105,4
007209-0022-021-00,02/05/2023,"2,890,000","2,890,000",דירה בבית קומות,1,Petah Tikva,2005,106,4
006715-0254-003-00,16/03/2023,"1,657,500","1,657,500",דירה בבית קומות,0.65,Petah Tikva,2021,105,4
007195-0068-164-00,29/03/2023,"2,650,000","2,650,000",דירה בבית קומות,1,Petah Tikva,1999,96,4
006373-0903-007-00,04/04/2023,"2,650,000","2,650,000",דירה בבית קומות,1,Petah Tikva,2025,112,4
006380-0255-012-00,05/04/2023,"2,500,000","2,500,000",דירה בבית קומות,1,Petah Tikva,1970,120,4
006379-0082-006-00,16/04/2023,"2,360,000","2,360,000",דירה בבית קומות,1,Petah Tikva,2023,105,4
006404-0135-006-00,17/04/2023,"2,370,000","2,370,000",דירה בבית קומות,1,Petah Tikva,2026,103,4
006373-0783-037-00,17/04/2023,"2,770,000","2,770,000",דירה בבית קומות,1,Petah Tikva,2026,119,4
006400-0288-008-00,20/04/2023,"912,500","912,500",דירה בבית קומות,0.5,Petah Tikva,1950,36,4
006404-0151-020-00,20/04/2023,"2,578,000","2,578,000",דירה בבית קומות,1,Petah Tikva,2023,106,4
006373-0680-035-00,25/04/2023,"2,430,000","2,430,000",דירה בבית קומות,1,Petah Tikva,2023,93,4
006385-0028-022-00,02/05/2023,"2,580,000","2,580,000",דירה בבית קומות,1,Petah Tikva,2025,100,4
006385-0025-018-00,07/05/2023,"2,485,000","2,485,000",דירה בבית קומות,1,Petah Tikva,2025,102,4
006373-0680-030-00,09/05/2023,"2,430,000","2,430,000",דירה בבית קומות,1,Petah Tikva,2023,93,4
006404-0258-005-00,11/05/2023,"2,550,000","2,550,000",דירה בבית קומות,1,Petah Tikva,2023,95,4
006373-1060-005-00,17/05/2023,"2,550,000","2,550,000",דירה בבית קומות,1,Petah Tikva,2019,100,4
006401-0034-035-00,17/05/2023,"2,050,000","2,050,000",דירה בבית קומות,1,Petah Tikva,1970,84,4
006373-0834-051-00,20/12/2022,"2,845,983","2,845,983",דירה בבית קומות,1,Petah Tikva,2023,117,5
006386-0172-011-00,05/01/2023,"2,870,000","2,870,000",דירה בבית קומות,1,Petah Tikva,2020,120,5
006715-0253-011-00,01/03/2023,"2,600,000","2,600,000",דירה בבית קומות,1,Petah Tikva,1995,112,5
006400-0642-004-00,28/11/2022,"1,325,000","1,325,000",דירה בבית קומות,0.5,Petah Tikva,2021,102,5
006389-0084-000-00,29/11/2022,"2,900,000","2,900,000",דירה בבית קומות,1,Petah Tikva,2012,130,5
006400-0573-060-00,30/11/2022,"2,400,000","2,400,000",דירה בבית קומות,1,Petah Tikva,2009,116,5
006377-0264-015-00,01/12/2022,"2,400,000","2,400,000",דירה בבית קומות,1,Petah Tikva,1983,116,5
006404-0172-027-00,04/12/2022,"2,840,000","2,840,000",דירה בבית קומות,1,Petah Tikva,2022,113,5
006381-0146-012-00,28/11/2022,"2,840,000","2,840,000",דירה בבית קומות,1,Petah Tikva,2022,114,5
006375-0444-026-00,13/12/2022,"2,400,000","2,400,000",דירה בבית קומות,0.005,Petah Tikva,2018,100,5
006378-0099-001-00,19/12/2022,"2,060,000","2,060,000",דירה בבית קומות,1,Petah Tikva,1990,98,5
006321-0135-008-00,20/12/2022,"2,640,000","2,640,000",דירה בבית קומות,1,Petah Tikva,2008,120,5
006360-0277-104-00,18/12/2022,"1,700,000","1,700,000",דירה בבית קומות,0.5,Petah Tikva,2012,130,5
006403-0097-031-00,21/12/2022,"2,050,000","2,050,000",דירה בבית קומות,1,Petah Tikva,1970,88,5
006375-0444-026-00,06/12/2022,"2,520,000","2,520,000",דירה בבית קומות,0.009,Petah Tikva,2018,123,5
006404-0172-023-00,02/01/2023,"2,820,000","2,820,000",דירה בבית קומות,1,Petah Tikva,2022,113,5
006387-0162-019-00,01/12/2022,"2,450,000","2,450,000",דירה בבית קומות,1,Petah Tikva,2022,114,5
006715-0467-011-00,13/12/2022,"1,150,000","1,150,000",דירה בבית קומות,0.333,Petah Tikva,2005,119,5
006362-0171-130-00,15/12/2022,"1,550,000","1,550,000",דירה בבית קומות,0.5,Petah Tikva,2012,114,5
006386-0261-003-00,04/01/2023,"2,350,000","2,350,000",דירה בבית קומות,1,Petah Tikva,1982,104,5
006375-0293-010-00,05/01/2023,"2,430,000","2,430,000",דירה בבית קומות,1,Petah Tikva,1991,112,5
006712-0415-029-00,09/01/2023,"1,080,000","1,080,000",דירה בבית קומות,0.333,Petah Tikva,2008,108,5
006390-0224-003-00,12/01/2023,"2,240,000","2,240,000",דירה בבית קומות,1,Petah Tikva,1960,99,5
006362-0060-001-00,25/12/2022,"1,455,000","1,455,000",דירה בבית קומות,0.5,Petah Tikva,2023,121,5
006362-0060-002-00,29/12/2022,"1,440,000","1,440,000",דירה בבית קומות,0.5,Petah Tikva,2023,121,5
006362-0060-097-00,10/01/2023,"1,670,000","1,670,000",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
005482-0055-014-00,20/12/2022,"2,600,000","2,600,000",דירה בבית קומות,1,Petah Tikva,2003,103,5
006362-0060-076-00,29/12/2022,"1,595,491","1,595,491",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
006362-0060-077-00,29/12/2022,"1,615,492","1,615,492",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
006362-0060-008-00,30/12/2022,"1,440,000","1,440,000",דירה בבית קומות,0.5,Petah Tikva,2023,120,5
006362-0060-006-00,03/01/2023,"1,460,000","1,460,000",דירה בבית קומות,0.5,Petah Tikva,2023,121,5
006397-0169-014-00,26/01/2023,"2,880,000","2,880,000",דירה בבית קומות,1,Petah Tikva,2021,124,5
006715-0373-002-00,26/01/2023,"1,175,000","1,175,000",דירה בבית קומות,0.5,Petah Tikva,1995,99,5
006388-0619-011-00,29/01/2023,"1,145,000","1,145,000",דירה בבית קומות,0.5,Petah Tikva,1980,103,5
006714-0442-010-00,26/12/2022,"803,333","803,333",דירה בבית קומות,0.333,Petah Tikva,1981,134,5
006362-0060-000-00,08/01/2023,"1,720,000","1,720,000",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
006321-0135-027-00,01/02/2023,"2,800,000","2,800,000",דירה בבית קומות,1,Petah Tikva,2009,111,5
006362-0060-137-00,16/01/2023,"1,725,000","1,725,000",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
006362-0060-082-00,16/01/2023,"1,580,500","1,580,500",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
006362-0060-092-00,01/02/2023,"1,665,000","1,665,000",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
006397-0231-002-00,09/02/2023,"2,130,000","2,130,000",דירה בבית קומות,1,Petah Tikva,1970,107,5
006714-0342-025-00,09/02/2023,"2,925,000","2,925,000",דירה בבית קומות,1,Petah Tikva,2022,118,5
006362-0060-091-00,06/02/2023,"1,665,000","1,665,000",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
006362-0060-081-00,07/02/2023,"1,635,000","1,635,000",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
006387-0200-015-00,13/02/2023,"2,500,000","2,500,000",דירה בבית קומות,1,Petah Tikva,2022,115,5
006400-0642-013-00,16/02/2023,"1,609,000","1,609,000",דירה בבית קומות,0.5,Petah Tikva,2022,117,5
006379-0113-016-00,12/01/2023,"1,900,000","1,900,000",דירה בבית קומות,1,Petah Tikva,1980,94,5
005509-0061-017-00,06/02/2023,"3,000,000","3,000,000",דירה בבית קומות,1,Petah Tikva,1991,81,5
006362-0060-126-00,15/02/2023,"1,702,500","1,702,500",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
006362-0060-117-00,05/02/2023,"1,687,500","1,687,500",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
006362-0060-132-00,06/02/2023,"1,710,000","1,710,000",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
006362-0060-112-00,06/02/2023,"1,680,000","1,680,000",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
006362-0060-003-00,08/02/2023,"1,450,000","1,450,000",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
006362-0060-086-00,14/02/2023,"1,660,000","1,660,000",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
006386-0169-021-00,15/02/2023,"2,650,000","2,650,000",דירה בבית קומות,1,Petah Tikva,2023,112,5
004042-1128-023-00,22/02/2023,"2,800,000","2,800,000",דירה בבית קומות,1,Petah Tikva,2022,112,5
006386-0169-017-00,23/02/2023,"2,590,000","2,590,000",דירה בבית קומות,1,Petah Tikva,2023,112,5
006386-0169-001-00,23/02/2023,"2,590,000","2,590,000",דירה בבית קומות,1,Petah Tikva,2023,112,5
006386-0169-005-00,23/02/2023,"2,590,000","2,590,000",דירה בבית קומות,1,Petah Tikva,2023,112,5
006386-0169-009-00,23/02/2023,"2,590,000","2,590,000",דירה בבית קומות,1,Petah Tikva,2023,112,5
006386-0169-013-00,23/02/2023,"2,590,000","2,590,000",דירה בבית קומות,1,Petah Tikva,2023,112,5
006386-0169-032-00,26/02/2023,"2,935,000","2,935,000",דירה בבית קומות,1,Petah Tikva,2023,116,5
006381-0167-005-00,08/03/2023,"2,900,000","2,900,000",דירה בבית קומות,1,Petah Tikva,1970,117,5
006362-0060-127-00,05/02/2023,"1,702,500","1,702,500",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
006362-0060-122-00,06/02/2023,"1,695,000","1,695,000",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
006362-0060-015-00,08/02/2023,"1,527,500","1,527,500",דירה בבית קומות,0.5,Petah Tikva,2023,125,5
006362-0060-142-00,12/02/2023,"1,725,000","1,725,000",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
006362-0060-141-00,14/02/2023,"1,725,000","1,725,000",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
006385-0130-007-00,06/12/2022,"2,725,000","2,725,000",דירה בבית קומות,1,Petah Tikva,1989,128,5
006362-0060-131-00,05/03/2023,"1,710,000","1,710,000",דירה בבית קומות,0.5,Petah Tikva,2023,129,5
006715-0476-004-00,09/03/2023,"3,000,000","3,000,000",דירה בבית קומות,1,Petah Tikva,2007,125,5
006362-0060-025-00,14/02/2023,"1,550,000","1,550,000",דירה בבית קומות,0.5,Petah Tikva,2023,124,5
006361-0257-013-00,27/02/2023,"2,950,000","2,950,000",דירה בבית קומות,1,Petah Tikva,1960,101,5
006714-0492-004-00,03/03/2023,"2,600,000","2,600,000",דירה בבית קומות,1,Petah Tikva,2000,106,5
006397-0129-020-00,16/03/2023,"2,600,000","2,600,000",דירה בבית קומות,1,Petah Tikva,2006,113,5
006388-0138-002-00,17/03/2023,"2,450,000","2,450,000",דירה בבית קומות,1,Petah Tikva,2000,105,5
006404-0311-000-00,18/01/2023,"1,300,000","1,300,000",דירה בבית קומות,0.5,Petah Tikva,2022,121,5
006362-0254-176-00,13/03/2023,"554,167","554,167",דירה בבית קומות,0.166,Petah Tikva,2009,124,5
006715-0220-012-00,27/03/2023,"2,870,000","2,870,000",דירה בבית קומות,1,Petah Tikva,2023,117,5
006381-0260-010-00,30/03/2023,"2,650,000","2,650,000",דירה בבית קומות,1,Petah Tikva,1970,106,5
006715-0220-011-00,02/04/2023,"2,850,000","2,850,000",דירה בבית קומות,1,Petah Tikva,2023,117,5
006373-0680-044-00,03/04/2023,"2,660,000","2,660,000",דירה בבית קומות,1,Petah Tikva,2023,112,5
006376-0834-047-00,08/02/2023,"2,825,983","2,825,983",דירה בבית קומות,1,Petah Tikva,2023,117,5
006713-0190-009-00,14/03/2023,"2,956,287","2,956,287",דירה בבית קומות,1,Petah Tikva,2022,125,5
006370-0045-042-00,12/03/2023,"2,200,000","2,200,000",דירה בבית קומות,0.5,Petah Tikva,2013,142,5
006403-0168-060-00,14/03/2023,"2,700,000","2,700,000",דירה בבית קומות,1,Petah Tikva,2006,127,5
006715-0220-030-00,18/04/2023,"2,897,500","2,897,500",דירה בבית קומות,1,Petah Tikva,2023,117,5
004042-1128-011-00,23/04/2023,"2,620,000","2,620,000",דירה בבית קומות,1,Petah Tikva,2022,113,5
006373-0680-019-00,01/05/2023,"2,610,000","2,610,000",דירה בבית קומות,1,Petah Tikva,2023,112,5
005481-0008-016-00,07/05/2023,"2,200,000","2,200,000",דירה בבית קומות,1,Petah Tikva,1996,107,5
006404-0141-020-00,07/05/2023,"2,667,000","2,667,000",דירה בבית קומות,1,Petah Tikva,2021,121,5
006355-0309-007-00,11/05/2023,"2,890,983","2,890,983",דירה בבית קומות,1,Petah Tikva,2023,113,5
004042-1128-007-00,14/05/2023,"2,610,000","2,610,000",דירה בבית קומות,1,Petah Tikva,2022,112,5
007932-0410-059-00,19/03/2023,"696,603","696,603",דירה בבית קומות,1,Natanya,1970,75,3
007944-0047-017-00,19/03/2023,"1,480,000","1,480,000",דירה בבית קומות,1,Natanya,1960,59,3
007940-0329-035-00,26/02/2023,"2,370,000","2,370,000",דירה בבית קומות,1,Natanya,2020,80,3
007932-0332-002-00,27/02/2023,"1,540,000","1,540,000",דירה בבית קומות,1,Natanya,1970,71,3
008271-0106-011-00,27/02/2023,"825,000","825,000",דירה בבית קומות,0.5,Natanya,1960,56,3
008258-0065-001-00,01/03/2023,"1,830,000","1,830,000",דירה בבית קומות,1,Natanya,1970,89,3
008322-0367-001-00,01/03/2023,"2,129,613","2,129,613",דירה בבית קומות,1,Natanya,2022,92,3
007932-0325-046-00,05/03/2023,"1,570,000","1,570,000",דירה בבית קומות,1,Natanya,1981,64,3
008232-0527-005-00,02/03/2023,"1,335,000","1,335,000",דירה בבית קומות,1,Natanya,1970,68,3
008261-0093-011-00,05/03/2023,"1,900,000","1,900,000",דירה בבית קומות,1,Natanya,1980,109,3
008730-0006-024-00,13/03/2023,"1,700,000","1,700,000",דירה בבית קומות,1,Natanya,1994,89,3
008006-0062-001-00,15/03/2023,"1,950,000","1,950,000",דירה בבית קומות,1,Natanya,2000,68,3
007929-0005-048-00,12/03/2023,"790,000","790,000",דירה בבית קומות,0.5,Natanya,1982,68,3
009053-0007-035-00,14/03/2023,"875,000","875,000",דירה בבית קומות,0.5,Natanya,1998,64,3
007959-0023-017-00,20/03/2023,"1,580,000","1,580,000",דירה בבית קומות,1,Natanya,1982,75,3
008217-0424-043-00,08/03/2023,"1,720,000","1,720,000",דירה בבית קומות,1,Natanya,1990,62,3
008322-0367-001-00,15/03/2023,"2,000,349","2,000,349",דירה בבית קומות,1,Natanya,2022,92,3
007959-0080-000-00,21/03/2023,"1,950,000","1,950,000",דירה בבית קומות,1,Natanya,1970,65,3
007933-0341-010-00,26/03/2023,"575,000","575,000",דירה בבית קומות,0.5,Natanya,1970,67,3
008267-0090-008-00,26/03/2023,"2,100,000","2,100,000",דירה בבית קומות,1,Natanya,1970,75,3
007929-0006-023-00,29/03/2023,"1,590,000","1,590,000",דירה בבית קומות,1,Natanya,1980,64,3
007932-0416-004-00,22/03/2023,"1,400,000","1,400,000",דירה בבית קומות,1,Natanya,1970,65,3
008265-0036-006-00,02/04/2023,"2,050,000","2,050,000",דירה בבית קומות,1,Natanya,1970,84,3
008260-0309-001-00,23/03/2023,"940,000","940,000",דירה בבית קומות,0.5,Natanya,1960,69,3
008269-0047-018-00,16/03/2023,"2,000,000","2,000,000",דירה בבית קומות,1,Natanya,1960,86,3
007960-0004-013-00,22/03/2023,"1,750,000","1,750,000",דירה בבית קומות,1,Natanya,1950,64,3
008232-0480-006-00,26/03/2023,"1,200,000","1,200,000",דירה בבית קומות,1,Natanya,1980,35,3
008267-1056-000-00,03/04/2023,"2,025,000","2,025,000",דירה בבית קומות,1,Natanya,2019,69,3
008267-1057-000-00,04/04/2023,"2,100,000","2,100,000",דירה בבית קומות,1,Natanya,2017,93,3
008272-0159-058-00,18/04/2023,"1,160,000","1,160,000",דירה בבית קומות,1,Natanya,2021,84,3
007941-0046-013-00,19/04/2023,"1,500,000","1,500,000",דירה בבית קומות,1,Natanya,1960,70,3
008267-0581-013-00,29/03/2023,"1,500,000","1,500,000",דירה בבית קומות,1,Natanya,1970,75,3
007959-0084-010-00,30/03/2023,"2,288,260","2,288,260",דירה בבית קומות,1,Natanya,2022,82,3
007932-0505-038-00,04/04/2023,"2,407,000","2,407,000",דירה בבית קומות,1,Natanya,2027,80,3
008271-0145-016-00,17/04/2023,"1,700,000","1,700,000",דירה בבית קומות,1,Natanya,1970,95,3
008228-0109-013-00,17/04/2023,"1,510,000","1,510,000",דירה בבית קומות,1,Natanya,1980,48,3
008272-0159-040-00,17/04/2023,"1,250,000","1,250,000",דירה בבית קומות,1,Natanya,2021,83,3
008218-0018-090-00,25/04/2023,"1,575,000","1,575,000",דירה בבית קומות,1,Natanya,1995,75,3
008272-0159-045-00,25/04/2023,"1,500,000","1,500,000",דירה בבית קומות,1,Natanya,2021,108,3
008260-0161-003-00,05/03/2023,"1,750,000","1,750,000",דירה בבית קומות,1,Natanya,1950,81,3
008260-0454-026-00,03/04/2023,"1,990,000","1,990,000",דירה בבית קומות,0.5,Natanya,1970,102,3
008261-0026-004-00,04/04/2023,"1,950,000","1,950,000",דירה בבית קומות,1,Natanya,1970,96,3
008272-0159-016-00,23/04/2023,"1,280,000","1,280,000",דירה בבית קומות,1,Natanya,2021,83,3
008274-0544-006-00,24/04/2023,"1,570,000","1,570,000",דירה בבית קומות,1,Natanya,1960,53,3
008272-0159-044-00,25/04/2023,"1,325,000","1,325,000",דירה בבית קומות,1,Natanya,2021,92,3
008273-0400-024-00,27/04/2023,"626,666","626,666",דירה בבית קומות,0.333,Natanya,1982,108,3
008272-0159-020-00,30/04/2023,"1,250,000","1,250,000",דירה בבית קומות,1,Natanya,2021,83,3
007960-0004-034-00,04/05/2023,"1,800,000","1,800,000",דירה בבית קומות,1,Natanya,1970,64,3
008269-0102-013-00,04/05/2023,"1,360,000","1,360,000",דירה בבית קומות,1,Natanya,1960,70,3
008256-0156-009-00,20/04/2023,"2,175,287","2,175,287",דירה בבית קומות,1,Natanya,2027,80,3
008264-0070-001-00,24/04/2023,"800,000","800,000",דירה בבית קומות,0.5,Natanya,1950,75,3
008272-0159-035-00,27/04/2023,"1,210,000","1,210,000",דירה בבית קומות,1,Natanya,2021,83,3
008269-0011-011-00,05/05/2023,"650,000","650,000",דירה בבית קומות,0.333,Natanya,1970,105,3
008274-0568-010-00,07/05/2023,"731,543","731,543",דירה בבית קומות,1,Natanya,1950,59,3
007960-0003-002-00,07/05/2023,"1,740,000","1,740,000",דירה בבית קומות,1,Natanya,1960,65,3
008322-0367-001-00,14/05/2023,"2,112,782","2,112,782",דירה בבית קומות,1,Natanya,2022,92,3
008006-0161-064-00,14/05/2023,"2,175,000","2,175,000",דירה בבית קומות,1,Natanya,2002,83,3
009053-0012-024-00,15/05/2023,"1,800,000","1,800,000",דירה בבית קומות,1,Natanya,1998,78,3
007959-0023-015-00,24/02/2023,"1,950,000","1,950,000",דירה בבית קומות,1,Natanya,1982,86,4
009903-0028-087-00,28/02/2023,"2,065,000","2,065,000",דירה בבית קומות,1,Natanya,2002,95,4
007932-0422-021-00,28/02/2023,"860,000","860,000",דירה בבית קומות,0.5,Natanya,1980,80,4
